,Index,Captions
1285,1285,Close up of woman on scale holding on hands apple and doughnut making choice between healthy unhealthy food dessert while measuring body weight in Nutrition Health care Diet and temptation concept. Close up of woman on scale holding on hands apple and doughnut making choice between healthy unhealthy food dessert while measuring body weight in Nutrition Health care Diet and temptation concept.
1286,1286,"Intermittent fasting concept on blue table Intermittent fasting word on notepad with clock, fork and knife on white plate, weight loss and diet concept"
1287,1287,Woman holding red pepper in her mouth Woman holding red pepper in her mouth
1288,1288,Healthy vegan food. Sandwiches and fresh vegetables on wooden background. Detox diet. Different colorful fresh juices. top view Healthy vegan food. Fresh vegetables on wooden background. Detox diet. Different colorful fresh juices.
1289,1289,Healthy purchasing from grocery Woman coming home from grocery and carrying healthy organic veggies. She is up to make some fantastic vegan meal
1290,1290,"Kids hands eating pancake served as a rocket on the blue plate Kids hands eating pancake served as a rocket on the blue plate on white table. Top view, flat lay."
1291,1291,Middle-age woman buying vegetables at the market Middle-age woman buying vegetables at the market
1292,1292,Traditional wood stove preparing typical and traditional food Traditional wood stove preparing typical Brazilian food in the kitchen of a farm
1293,1293,Morning time - woman prepare healthy breakfast Morning time - woman prepare healthy breakfast. Top view.
1294,1294,Beef and vegetable stew with potatoes Beef and vegetable stew with potatoes in cast iron skillet on rural table
1295,1295,"Healthy Lifestyle Beautiful woman with a bowl full of fresh vegetables. Healthy eating, healthy lifestyle concept."
1296,1296,"Lady reading pizza recipe in culinary book at home with kitchenware on table Lady reading pizza recipe in culinary book at home with kitchenware on table, stock footage"
1297,1297,"Chef At Work. Caterer Cooking In Commercial Kitchen Chef preparing food in a commercial kitchen. Caterer, food service concept"
1298,1298,"Nutrition label collage of multiple packaging labels Nutrition label collage of multiple packaging labels. Nutrition facts show quantities of ingredients in products, including calories, fat, saturated fat, sodium, sugar, protein, carbohydrates, fiber and vitamins"
1299,1299,Healthy outdoors exercising Healthy outdoors exercising
1300,1300,Ringing in the weekend Shot of a group of people toasting with their drinks at a nightclub
1301,1301,fast food or health food fast food or health food
1302,1302,Side view of woman eating healthy food in gym. Side view of woman eating healthy food while sitting in a gym. Healthy lifestyle concept.
1303,1303,Handsome young man over grey grunge wall eating green apple with happy face smiling doing ok sign with hand on eye looking through fingers Handsome young man over grey grunge wall eating green apple with happy face smiling doing ok sign with hand on eye looking through fingers
1304,1304,Blurred background of walking street market in bangkok thailand.Tourist walking at local street market for shopping in weekend Blurred background of walking street market in bangkok thailand.Tourist walking at local street market for shopping in weekend
1305,1305,Unrecognizable overweight woman at home preparing a delicious healthy vegetable salad in her kitchen. Unrecognizable overweight woman in white t-shirt at home preparing a delicious healthy vegetable salad in her kitchen.
1306,1306,"Nutritional inactive yeast top view Nutritional yeast. Nutritional inactive yeast in small white ctramic bowl and white ceramic spoon. Copy space. Top view. Nutritional yeast is vegetarian superfood with cheese flavor, for healthy diet"
1307,1307,Conveyor belt dispensing tortellini  Food industry production line in ravioli workshop.
1308,1308,Dietitian doctor Dietitian doctor with healthy fruits on table
1309,1309,"Dietary fiber food still life Top view of wholegrain and cereal composition shot on rustic wooden table. This type of food is rich of fiber and is ideal for dieting. The composition includes wholegrain sliced bread, wholegrain pasta, oat flakes, flax seed, brown rice, mixed beans, wholegrain crackers and spelt. Predominant color is brown. DSRL studio photo taken with Canon EOS 5D Mk II and Canon EF 100mm f/2.8L Macro IS USM"
1310,1310,Little boy eating peanuts Little boy opening up peanuts to eat in a restaurant
1311,1311,"Fresh flame grilled burgers displayed in a row at food market Close up image of a selection of freshly flame grilled burgers in a row on a wooden counter at a London street food market. Each of the burgers has its own label, on which is written the contents of the burger. The burgers are sandwiched between glazed buns, and presented on beds of fresh green lettuce and stuffed with melted cheese and red onion. Horizontal colour image with copy space and beautiful bokeh background."
1312,1312,Eating different salad and appetizer on wooden table top view Eating different salad and appetizer on the wooden table top view
1313,1313,"Hand typing laptop with blur supermarket on screen , Grocery online concept, business and technology Hand typing laptop with blur supermarket on screen , Grocery online concept, business and technology"
1314,1314,Cancer Prevention Cancer prevention and killing malignant diseases eating healthy food as a medical nutrition  lifestyle concept with 3D illustration elements.
1315,1315,Family laughing around a good meal Family laughing around a good meal in kitchen
1316,1316,Overhead view of table during Christmas dinner Overhead view of big family eating from table during Christmas dinner
1317,1317,Black wood texture Blank black wood texture background. Black wood textureBlank black wood texture background.
1318,1318,"Senior woman drinking from a clear glass full of milk Cheerful mature woman having fun while drinking milk. Senior woman drinking from a clear glass full of milk. Woman in her golden age. Smiling, beautiful senior lady drinking a glass of milk"
1319,1319,Beautiful cute family having fun while cooking together in the kitchen at home. Shot of beautiful cute family having fun while cooking together in the kitchen at home.
1320,1320,Relaxed mother and daughter exercising Yoga in the morning at home. Mother and little girl taking care of their bodies in the morning while doing Yoga meditation exercises at home. Their hair is wrapped in towels while cucumber is on her eyes.
1321,1321,"Grilled salmon salad. Grilled salmon salad with tomato, feta cheese, lettuce and so on and hand approaching."
1322,1322,Couple in supermarket buying vegetables. Closeup side view of a late 20's couple buying some vegetables at a local supermarket. They are picking up some potatoes and onions they'll need for dinner. The guy is carrying shopping basket.
1323,1323,Healthy food motivates me to be my best Portrait of a happy young man holding a bag full of healthy vegetables at homee
1324,1324,Light cream fabric texture background Light cream linen fabric texture wallpaper background
1325,1325,"Healthy food clean eating selection. fruit, vegetable, seeds, superfood, cereals, leaf vegetable on rustic background Healthy food clean eating selection. fruit, vegetable, seeds, superfood, cereals, leaf vegetable and fish and chicken."
1326,1326,"Healthy food clean eating selection Healthy food clean eating selection: fish, fruit, vegetable, cereal, leaf vegetable on gray concrete background copy space"
1327,1327,Healthy eating vlog Two women making a smoothie in a vlog.
1328,1328,sandwiches cooking Woman cooking in the kitchen
1329,1329,Waitress is carrying three plates Waitress carrying three plates with meat dish
1330,1330,Fresh tasty burger Homemade burgers on rustic wooden background
1331,1331,adorable happy little kids in chef hats and aprons making dough together in kitchen adorable happy little kids in chef hats and aprons making dough together in kitchen
1332,1332,Chef handing a tortilla to a foodie at a street food market Customer taking their food at a food market
1333,1333,Chef in the kitchen Chef juggling with vegetables and other food in the kitchen
1334,1334,Slice of pizza cheese crust seafood topping sauce. with bell pepper vegetables delicious tasty fast food italian traditional and soft drink carbonated fresh on wooden board table classic in side view Slice of pizza cheese crust seafood topping sauce. with bell pepper vegetables delicious tasty fast food italian traditional and soft drink carbonated fresh on wooden board table classic in side view
